"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"ACKR1" 7.30952497824021 7.23064926249695 6.81256390984248 6.88618573554013 7.01377281154948 7.06710447136346 6.29916763095649 6.70929125159713 6.78990580778175 6.15676453919949 7.16400536028016 7.09957747398607 6.94395870172724 6.87375298157752 7.08962544388334 6.75119167529324 6.78657037405118 7.21782106737455 6.76949718127323 7.35666559828013 7.2667068023134 6.78503479607041 7.13939610331358 7.10072457487507 7.17361008156064 7.36847476782436 7.44520754837547 7.50189033584945 6.97272053394456 7.1033688727922 7.42611006716557 7.40703380214426 7.45613271013242 7.2641691430276 7.05383467920759 7.22488858724623 7.18977215678071 7.16312695786014 7.44336321000082 7.19152699788797
"ACKR4" 7.05294473159053 6.56401942409912 6.37197058467448 6.41440420277977 4.95021624465296 5.90317911318775 6.80468153072997 6.29511806321992 6.94250363511995 6.29916763095649 6.59703316703237 4.64841904558016 6.45315589936577 5.67243271053891 6.86010680848243 6.95483620796827 6.91575113702736 6.7637104380843 6.88354996072172 6.2422384859109 6.89089647034591 7.04667466760604 6.40119606991114 7.36303727558676 7.5919380424148 6.82815930886397 6.01327444393084 6.19404554689199 6.60589480606178 6.59480171254224 6.48115409461225 6.42172384257371 6.00179223859027 5.82440520536062 6.58582011880685 6.43571841322563 6.18830835283902 6.33052038822428 5.91771824150355 6.57033600334127
"ACLY" 7.13335393320067 6.90765550946171 7.06710447136346 6.99872475846753 7.00730164353635 6.84064799928842 7.40917841026554 7.41544157633044 7.05705147428261 7.62053406956363 7.23959262086495 7.37303890307326 7.45856972773863 7.44336321000082 7.16286967121044 7.10015403648849 7.50377836312188 7.22089439321769 7.4568601083351 7.30111302065241 6.2422384859109 6.81681425905189 7.3106349383584 6.87964541450563 7.17229561637652 7.36227847532148 8.0167965614665 7.42288272437449 7.08923900117394 7.16123558804437 7.31976142873058 7.37512321362027 7.47394433444876 7.06740462853003 7.1033688727922 7.16232164225163 7.00898418968758 7.17202937873208 7.18072020003944 7.75135370580175
"ACMSD" 6.62462760413051 6.7637104380843 7.36032321835035 7.14089812425808 7.13645715247909 6.93647716353061 7.23153698815018 7.29363479644159 7.08753512465541 7.64798582139792 7.07948582826174 7.12761953132491 7.49248457622164 7.47677796023721 6.97205429166622 7.16829492574748 7.52608645345253 6.97136944742904 7.31842261144008 7.0027478690029 6.69933263178036 7.08647376929313 7.33059581482878 6.7028905567293 7.15198648752352 7.32073803448527 8.12595439231527 7.41544157633044 7.14543263425894 6.52803342285529 7.22488858724623 7.33586240633776 7.49637005838474 6.96633944191222 7.00464182781453 6.85837607812798 6.89725015161391 6.78296662062503 6.62951133618805 6.57033600334127
"ACO2" 7.04919489615975 7.2489348895686 7.74732367135 7.49206532147686 7.38949149851074 7.22455499981185 7.58298863119921 7.40266797534817 7.33891232046935 7.8916533847853 7.34082562471671 7.33296499228954 7.68536792962937 7.70775798916301 7.31976142873058 7.33616483074688 7.75659674845705 7.21217502766629 7.66253279600064 7.26383853685566 6.78821153605738 7.40036669574889 7.49206532147686 6.98366237692312 7.16258303383786 7.50548522065064 7.89858696582177 7.5662421648556 7.40951180942841 7.22724120435219 7.38077968351102 7.46832176178131 7.53057893909206 7.52608645345253 7.14684823154947 7.4904513077863 7.42099622362605 7.49765452434876 7.48328565862721 8.16117648970148
"ACOT4" 7.06157728195086 7.31508616096472 6.89481330542402 7.01546814769803 6.91163915472005 6.91994333896491 6.85175609911985 7.24122586967889 6.93571864419279 7.2195153733094 6.76316050389059 6.86315864392891 6.83100140806166 6.85962086770611 6.95928670253971 7.02248607223598 7.13091299143261 6.85448850829441 7.13531988865341 7.22024119769843 7.10451684906734 6.44024052722615 6.94496657812339 6.93892976287233 7.16430323201834 7.28530411283524 7.86170551849458 7.43401352593232 6.96264095123835 7.19690029336187 7.03734789934519 7.0017149015437 7.0781798685427 6.98635681729404 7.11271964605171 7.2042655483709 7.03500687167658 6.96743389991503 7.11481465841756 7.01439832776616
"ACOT7" 6.83678883965751 7.47845414482843 7.40627796796557 7.45035084563794 7.22331708370137 7.3023277103827 7.26956527995979 7.37654554171693 7.18948757084484 7.46958119748138 7.32737701696521 7.26293478517553 7.62053406956363 7.60279318513146 7.42997788339762 7.48809991086256 7.63187012415266 7.2641691430276 7.57447353371142 7.46218897447968 7.39103214709805 7.18541445439344 7.47714985605623 7.03794465524425 7.07630004123295 7.34679296987133 7.6160554112766 7.63546133846018 7.17868770734807 7.30952497824021 7.47475976479244 7.49765452434876 7.58064305563175 7.35609050438893 7.18133260137346 7.32766639814977 7.25976255782503 7.2560178287181 7.39315424710778 7.65141682581257
"ACOT8" 6.53748761763075 7.42997788339762 7.27377377838968 7.32260950669678 7.31430189352209 7.16464920585116 7.40850104405888 7.2236200822878 7.29427709049212 7.2212153395365 7.05221153595683 6.98442649710438 7.31650525466815 7.14969216151502 7.27876093400058 7.43326638185737 7.39808277554808 7.08786867237976 7.29017759498892 7.04590708744406 7.08155646060011 7.30323114798398 7.24433576211365 6.84402496138828 6.98589462205041 7.24025027937533 7.39848011409157 7.20915406117929 7.32197997313235 6.94459540781729 7.08866658158514 7.21250858774791 7.25511212811263 7.12544548002631 6.80890550384985 7.05790030973564 7.07693848543787 7.0964454131173 7.01949693459379 7.37092705168869
"ACOT9" 7.46958119748138 7.50276700315594 7.70144233167431 7.72285693275876 7.57006782107944 7.3167797744658 7.58932135837713 7.47801910001953 7.45343414055047 7.58781496102899 7.49980839494656 7.54748830517781 7.80288483786151 7.72073567079224 7.52023557686306 7.53840762366437 7.65207166505389 7.46557643932398 7.64554335924214 7.77644920242349 7.52522648169709 7.69134796463571 7.54551299985659 7.11109075515705 7.21035752640956 7.86752280418031 7.48112597455433 7.71924501244095 7.67082498907486 7.69440122309141 7.61163018656722 7.575466855984 7.50728207759181 7.4158014726221 7.3136084777785 7.44140079383802 7.49844586619453 7.35666559828013 7.51135575610512 7.35484060417404
"ACOX1" 6.72442497994896 7.32797358455535 7.40266797534817 7.32360615268583 7.1764764052428 6.9670773023399 7.02553616868639 7.1124268809991 7.01743246285297 7.13973437900847 6.95971331008275 6.9774144855069 7.22151896977746 7.09926091582139 7.18921999750287 7.12911607640034 7.32289818310492 7.02216603406165 7.32133260873487 7.2710808311369 7.01774186217905 7.086821744389 7.06327774794599 6.90104439738698 7.04100204808644 7.07693848543787 7.22548079738936 7.12264452728984 6.93962562046011 7.13559085624754 7.05065276053105 7.0612595889905 7.19824030733569 7.03694722049645 6.91994333896491 6.90434580752341 6.90324782079502 6.94644330493637 6.93498107877656 7.22608664380165
"ACOX2" 7.65086213350818 7.69974421663769 7.35639827269802 7.36886202327018 7.29363479644159 7.62053406956363 7.5569419452915 7.62053406956363 7.24154055004504 7.24433576211365 7.60693420629348 7.53763776535412 7.62851598844857 7.48809991086256 7.72519875900572 7.6503301447565 7.62304783681644 7.62734216141599 7.77644920242349 7.61485507812538 7.47317241331229 7.17616853304854 7.55290582630662 7.29395065889482 6.97671436034239 7.55445425726591 7.13091299143261 7.51982050677941 7.61828550615847 7.68073906842229 7.60223947629042 7.58993596340359 7.79741623803138 7.97538006864718 7.21575642032648 7.77644920242349 7.77644920242349 7.76103958639454 7.74651307328859 6.99730296118063
"ACSBG1" 7.97708123985715 7.84562454339176 7.71924501244095 7.70223341740899 7.81752736813254 7.75659674845705 7.81323380233713 7.76009774783928 7.82297553814523 7.60747822805111 7.73590179199925 7.77847406032175 8.09587307056852 7.95294831683697 7.77279624680378 7.98269416904807 7.90005562071409 7.79165569298839 8.14585828898134 7.98480598205979 7.82070459462367 7.82403931521935 7.69974421663769 7.3804148124473 6.99467623065964 7.94446375420169 7.1150946604387 7.93045533277583 7.72285693275876 7.94779170079842 8.05922349720612 7.93689623375777 7.70620639253219 8.11336286308171 7.32700272446947 7.80587939474325 7.73502571744449 7.96199997183962 8.04589711860237 7.39808277554808
"ACSBG2" 8.60639524033538 8.81597015663557 8.14953627894062 8.18389779367479 8.98080628006199 8.67070380663871 7.97890103758095 8.37321543006011 8.92888649652303 8.04338779807555 8.61416131569039 8.64644864942002 8.35732096993989 8.21710647923011 8.68556236688215 8.56872396745406 8.41346208224993 8.74911421082077 8.21710647923011 8.56872396745406 8.52008655161894 7.19783924980099 8.80789509292254 7.91069783391635 7.23180711801842 8.45902117465748 7.27570781002903 8.74911421082077 8.69406637615434 8.44530866639955 8.7800170605245 8.98080628006199 8.87468348601524 8.91476836917586 8.24986505355781 8.87468348601524 8.85309525217721 8.92888649652303 9.08992695468456 6.57033600334127
"ACSL1" 6.98739598688129 7.42433163880634 7.35609050438893 7.2372580196531 7.55207293614988 7.24433576211365 7.05094278784926 6.87259757097644 7.38992634288561 6.84272198456808 7.27377377838968 7.35008824458614 7.44097775488918 7.2990158150064 7.01439832776616 6.88933334851282 7.18424995422953 7.2138332848639 7.05185954007164 7.17563249362502 6.8190391032484 7.09001560265865 7.33390001880549 6.83238837249805 7.00335210620274 6.7769072737384 7.09957747398607 7.03884116587218 7.22822059603235 7.07948582826174 7.44064153964568 7.44439208039947 6.94184494195374 7.1321386745094 6.89768393468252 7.03535229647877 6.87580565797225 6.91994333896491 7.35897465534107 7.49373235560725
"ACSL3" 6.74698110407393 7.24122586967889 6.84570176278124 6.89367169308121 7.16464920585116 7.10748791265145 6.92935588269625 6.97909187874002 7.05845273703472 6.82720649998271 6.77005097014338 6.95421473384391 6.72965338273248 5.8440742398927 7.00639333807898 6.97909187874002 6.90723651265982 7.11393919118899 6.92332030641495 7.07025502651443 6.69206107180858 7.02637682010984 6.95557156829103 6.88747985770528 6.55239417823113 6.83100140806166 7.04134387514396 7.09547722426099 6.85129675971676 7.03630176679272 7.25183342083706 7.02998931607236 6.91615723361748 7.09957747398607 6.7113619717571 6.75446926302686 6.6605653702544 6.76893645533954 7.22574109025305 7.99525479838914
"ACSL5" 7.18921999750287 7.06770027870631 7.1287850191964 7.0781798685427 7.31203928993767 7.10773381173302 7.03358209334098 7.03031514244682 7.17361008156064 7.08710247811104 7.20689866356642 7.2545494004915 7.1725799366662 7.19359073629693 7.18424995422953 7.10393866231439 7.16340833002178 7.26175598301956 7.16499825318308 7.1376635997651 7.0812707933186 6.8384908742178 7.11540055558044 6.89651952686665 6.9563332741754 7.20029119162427 7.69744140384039 7.56079271723513 7.03599917712097 7.12175526491052 7.2641691430276 7.24696462754899 7.02786274889322 6.98298232649661 7.2891842856262 7.27437652084384 7.07921700054035 7.12229353528544 7.14824468379531 7.11765169533495
"ACSL6" 6.63992555133199 6.85962086770611 6.80845189972306 6.69571191109514 7.01167575826759 6.73832421095501 6.50962595548786 6.56083938669356 6.53257049556878 6.56241490419649 6.82815930886397 6.9047001441646 6.85579785122801 6.84445432156956 6.68338751989968 6.70358843505442 6.80326172197232 6.7609248759036 6.81299350785111 6.92493457732718 6.53882965653179 6.02390289825062 6.91794288842056 6.72225732560201 6.589347284864 6.83345971207049 7.57304596955039 7.36615492222108 6.60905972326877 6.6673144388195 6.94866426673635 6.96633944191222 6.80610538152722 6.49115088307852 6.86096405803551 6.52009077873704 6.51476384845131 6.61540255250067 6.72014435750882 7.49597343975253
"ACSM1" 6.68971439185022 7.76009774783928 7.4843371049749 7.25542918019105 7.44140079383802 7.80079395868532 6.66996223983387 7.06795642344016 7.3319292655226 7.21749808046715 7.8874302673477 7.94446375420169 7.31751141686912 7.42797356959849 7.92254596573528 7.48148025282913 7.37580276101366 8.1685189444062 7.2138332848639 6.97344051234369 7.12544548002631 7.20593707658529 7.53763776535412 6.92140937751304 6.94496657812339 7.23600872377785 7.75567086504864 7.49328324032122 7.42471185831359 7.07630004123295 7.36367780203637 7.39767452852767 7.23180711801842 7.50505153569663 7.40266797534817 7.41508638232843 7.63896699810096 7.79165569298839 7.68862649380747 6.57033600334127
"ACSM3" 6.20488068765711 6.86888130422879 7.12423921939331 6.99794070111844 6.9717109215705 6.80123045717014 6.08195577554794 6.41930374281691 6.6435640749158 6.63043711135335 6.97239483833107 7.14943037073089 6.91482189867332 7.06037202499692 6.91441852775967 6.81957877622517 6.81681425905189 7.1909095110253 6.8431959919794 6.97466063178007 6.38717994215862 5.56075571314681 7.04067569870324 6.83146217692218 6.88574888058787 6.94331219310804 7.55163535804301 7.33451075702248 6.84706733592889 6.9062814721476 7.04667466760604 7.04034961728814 6.88663434200175 6.93420629964498 7.09127072504024 6.79583642043692 6.81210271089196 6.95775895086937 7.13301041746374 7.2167124318294
"ACSM5" 6.99766349793274 7.18101571014157 7.3319292655226 7.10689446282479 7.37654554171693 7.30924165373107 7.21453148172529 7.10260783033206 7.45187668884069 7.14716145342032 7.28230740887224 7.37445203384213 7.1764764052428 7.36227847532148 7.06849790950304 7.05128622959633 6.81856958230599 7.28744141057429 6.89481330542402 7.12175526491052 6.99253185171661 7.40440025899667 7.45112051513068 6.98109655650918 7.04949259444829 7.42611006716557 7.26206722094467 7.27500216174305 7.43658635121932 7.44647134738246 7.37512321362027 7.3518789249167 7.3804148124473 7.2955917140698 7.10129041199846 7.20564992670081 7.27904298120298 7.34902021922152 7.36260612691718 6.77180676660338
"ACSS1" 7.48542136097209 7.13531988865341 6.79964155554621 6.90288561924899 6.79855316476978 7.2955917140698 7.1745075818441 7.58881160658217 7.07779255538197 7.12571076043492 7.42360102854336 7.49206532147686 7.3089277781971 6.99253185171661 7.50235652765923 7.4522889240885 7.2390465363508 7.53237342429526 7.47759927380963 7.28360325154058 7.04858192004994 7.55928811396262 7.43106280865812 7.21340177066775 6.34147338596056 7.35286614993137 7.76381148429011 7.78985383630519 7.3474162385537 7.56817290575729 7.40405798037351 7.92112648727598 7.52803706710765 7.59767148861195 7.15946316604893 7.4751589155925 7.50235652765923 7.47153978513321 7.46958119748138 7.05580030644911
"ACSS2" 7.11630376499165 7.04312783902913 7.20392712271504 7.10072457487507 7.05790030973564 7.17789418321913 7.46467378610189 7.46708281271088 7.25125953363477 7.64490678338359 7.22521986808073 7.28009006659125 7.38115404443657 7.31573328085796 7.31650525466815 7.34418715577254 7.52862017647997 7.30952497824021 7.56243871813813 7.35935429123585 6.86506757206046 7.2236200822878 7.45820097812139 6.923654919428 6.99619709479145 7.37303890307326 8.02571564927259 7.59528687985096 7.25100564865787 7.22239708394978 7.42727389407692 7.4625988545854 7.42137527926903 7.21312230830583 7.12969640760604 7.15198648752352 7.21718446166798 7.17588377382327 7.14543263425894 7.43106280865812
"ACSS3" 6.73660545577022 6.73224311871581 7.07173068803457 6.99225970032682 6.81540824911763 6.85356624664425 7.41544157633044 7.32766639814977 7.03110328417821 7.34213304750053 7.14684823154947 7.34418715577254 7.33850472023637 7.33262777807185 6.90805491127207 7.06934159986347 7.33850472023637 6.90434580752341 7.16340833002178 7.14514520561541 6.15676453919949 5.34420239500334 7.07025502651443 6.53099122416334 7.00142277443923 7.22488858724623 8.11981090936212 7.36032321835035 6.86272813849172 6.77463218458296 7.21782106737455 7.11271964605171 7.24760722794686 6.93190000139021 6.92975394928009 6.70358843505442 6.60589480606178 6.63896704022604 7.20456830093709 7.05516809933027
"ACTA1" 7.33586240633776 7.47598886702267 6.49693317215257 6.26642253105 7.29930240317995 7.55445425726591 6.56969484644658 6.55392077087917 7.36958595714684 5.02945966961328 7.4568601083351 5.8440742398927 6.77122305421512 5.96059044664971 7.58993596340359 7.20029119162427 7.01139203389196 7.60635548998134 6.95670676259637 6.84938691048034 6.82767937537129 7.44793516097954 6.45315589936577 7.62240723487172 7.64554335924214 7.00730164353635 5.02945966961328 6.44024052722615 6.87259757097644 7.14514520561541 6.47092880767216 6.47092880767216 7.04889823850426 7.88170374764552 7.13473253008305 7.71604315259654 7.61163018656722 7.82297553814523 7.72919859571151 6.94680107770118
"ACTA2" 7.25749738920458 7.08786867237976 6.9490120810487 6.78503479607041 7.15740067530748 7.3401532011079 6.6435640749158 6.813494844172 7.50377836312188 6.44450758175391 7.24498281071424 4.78761780648315 6.54163197085379 5.46291907347538 7.50854270238309 7.22024119769843 7.17563249362502 7.56863786717431 7.04252510654968 6.52170913128057 7.09547722426099 6.93962562046011 6.20488068765711 7.68536792962937 7.75301446839283 7.30140399185575 4.71588726526245 6.70358843505442 7.06241428345888 7.81752736813254 6.36194534419108 6.2422384859109 6.62365915491233 7.3251363898044 7.0525668611523 7.16430323201834 7.04768816423882 7.39471904055497 7.29464179290203 7.65327538320381
"ACTB" 7.80899877187191 7.89728438641722 7.74966899612667 7.84233779172451 8.06752162832278 7.94255889800734 7.68292022406114 7.80587939474325 8.11034165429609 7.50900665960318 8.12595439231527 8.09876748016124 8.023324611993 7.82613160662631 8.12595439231527 8.04589711860237 8.07794977457022 8.09587307056852 8.05655546262251 7.82831103978177 8.02571564927259 7.85795566957723 5.67243271053891 8.15762647906258 9.22418705055724 7.78040995070574 6.72842348362267 7.34621762315457 7.80491921220721 7.77459052490869 5.56075571314681 5.80426000557384 7.71281322036535 8.14953627894062 7.86442710762124 8.04589711860237 8.04338779807555 8.13200022372764 8.04058916896851 9.43615203147225
"ACTC1" 6.34147338596056 6.42413353838633 6.78344439854169 6.90883061879363 6.43784955599968 6.83804520687089 6.92213417998148 7.14306359839841 6.60151244795391 7.35451307587826 6.19935597686897 6.51303492995635 5.80426000557384 6.67161853153694 6.54800420715745 6.62462760413051 6.75004072309061 6.61660575841208 6.78601157360269 6.65617844575257 6.43120570238101 6.75738700728216 7.02820618320335 5.88352179874485 5.7550038349936 6.99968907243109 7.86297723653052 7.34522105732598 6.85623716892077 6.65088969851084 7.13418205460683 7.25331123576091 7.12938729564109 7.30484619466538 6.43120570238101 6.87807424040719 6.52170913128057 7.01612129313515 7.26987899703219 7.02820618320335
"ACTG1" 6.84989657031464 6.64456593734673 6.91086633220697 6.89330176869389 6.8190391032484 6.90104439738698 7.30261406496675 7.06770027870631 7.10664095700456 7.48809991086256 6.95599231642527 6.82675423530657 7.21782106737455 7.24122586967889 6.96384534647661 7.08243009495154 7.06822983505356 6.92030665016899 7.26956527995979 5.7550038349936 7.42572526357483 7.51576790204919 5.40723645309134 7.58018811697213 8.76030369011436 7.1350547955236 6.57633825809122 5.11733299503005 7.40627796796557 6.54800420715745 5.51613128071441 5.5995882428012 6.92752588698972 6.85036668824626 7.45077030728779 6.95352763559521 6.97434353933591 6.89846116527975 6.54651715591848 9.58696335803449
"ACTG2" 7.50189033584945 6.92975394928009 7.13001931059918 6.83593723822618 7.16675077015099 7.10370230991716 7.27935067665979 7.11848983113854 7.43477499918382 7.24219116531117 7.02511933217008 6.83389710983873 7.14876874444874 7.3484336146718 7.00864120663029 7.14400989547189 7.04283210281366 7.0322272729426 7.19058929584438 6.70785934860411 7.63187012415266 7.30140399185575 6.06363865482613 7.65207166505389 8.47810048002535 7.26350803367822 6.48738704984154 4.52236097915857 7.26091205632833 6.37476595215756 6.12580715485919 6.15676453919949 6.9256740822334 6.69124305289821 7.3190793358015 6.85265599314308 7.14746083920377 6.84482504801559 6.05418087604752 7.14943037073089
"ACTN1" 6.75388377194148 7.07173068803457 7.38621461014315 7.03851349691975 7.13998952301175 7.24760722794686 7.15513607855786 7.03358209334098 7.2740971128937 7.15168190102238 6.94150823837309 6.7028905567293 7.07538576283671 7.12060014305333 7.23992872565947 7.34290999551534 8.26825565966481 7.13181333436676 7.3951095691779 5.46291907347538 7.54371241667887 6.99999745101472 6.02390289825062 7.64914255092324 8.82447102992461 6.99095654914873 6.5594746793831 6.27486728250252 7.40778540152516 6.47706054742408 6.07290296997914 6.1093147634693 7.37908054697788 6.91242879729481 7.37941270691734 6.96743389991503 7.0106586801505 7.04696160198167 6.63515887753132 7.87317586921355
"ACTN2" 7.19329314242284 6.813494844172 6.86975332950972 6.86935378103681 6.5247370263985 6.94221426348306 6.73660545577022 6.89523766848907 6.72965338273248 6.75280764369702 7.31609647363335 7.13678677445566 6.94080848485521 6.81856958230599 7.36032321835035 7.06822983505356 7.12361068876012 7.22608664380165 7.31297246463424 6.59268789525612 7.44684757462755 6.75563225223823 4.43197132406709 7.6676068290205 7.82961370921913 6.80014678020469 6.46864091721325 6.27033512163024 6.99766349793274 7.35451307587826 4.23468553298138 4.23468553298138 6.95214625327332 7.18948757084484 7.44756520834833 7.34552532242941 7.30924165373107 7.4388135425982 7.06472122735347 7.07262705445017
"ACTN3" 7.22908380521812 7.03358209334098 7.00464182781453 7.32766639814977 7.14906630133479 7.0322272729426 7.15973818948363 7.14123761052657 7.30725341773454 7.26509187619772 7.23408295820802 7.13301041746374 7.37126230283051 7.33517045718943 7.28635256872776 7.42833590203218 7.43589468372167 7.20593707658529 7.54009893806502 7.18044080934665 7.67207532292377 6.82815930886397 4.52236097915857 7.59474505733834 8.69406637615434 7.27229218907923 6.79156914864009 6.67325032765811 6.99339303916733 6.91005932683249 4.52236097915857 4.43197132406709 6.90214181062964 7.06447040108183 7.33325930316822 7.33128554789972 7.16949892449381 7.18948757084484 6.9442680724624 6.57033600334127
"ACTN4" 9.16387327899474 9.32425773735255 8.98080628006199 9.01171963554519 9.34100620459497 9.16387327899474 9.07608582934772 9.06430631760706 9.29147977741506 8.90247172965648 9.24324781649817 9.27542566295032 9.35567698620734 9.32425773735255 9.37237880237155 9.50020136570659 9.37237880237155 9.40408656360391 9.43615203147225 9.19470411782039 9.24324781649817 9.11678486864231 6.04527107860385 9.22418705055724 9.58696335803449 9.01171963554519 7.13029412703336 9.20962390779166 9.34100620459497 9.30745884430999 6.1829721928459 6.24704330817103 9.40408656360391 9.34100620459497 9.11678486864231 9.43615203147225 9.27542566295032 9.34100620459497 9.07608582934772 7.40811801473422
"ACTR10" 7.09457514573324 6.6605653702544 7.15857888514189 7.3078249436674 6.67663525272067 6.80372260103613 7.39169939085022 7.46179624917722 6.67161853153694 7.59528687985096 6.81256390984248 6.97239483833107 6.82720649998271 7.10721325944378 6.79369153465143 6.73948388768505 6.88150101266113 6.95882465616205 6.8761396394514 7.69067808267141 7.16675077015099 6.74818006156807 7.30049459989205 6.73890038267476 6.86572138316906 7.42881155895978 8.21710647923011 7.60167860001168 7.49419948916618 7.19722035865203 7.38115404443657 7.46792981786054 6.94032827778832 7.19414098767884 7.1051103314411 7.28530411283524 7.17229561637652 7.19722035865203 7.39958529332794 8.31265398478835
"ACTR1A" 8.04589711860237 8.42607216904142 7.49980839494656 7.7812957465271 8.30781906257786 8.62913642146093 7.92707521605463 8.34660258437524 8.37321543006011 7.80288483786151 8.20391093688312 8.19179379914989 7.67746806121797 7.94255889800734 8.12895596329052 7.80993216372952 7.65514641422944 8.43236714988537 7.54986919026126 8.30281641841226 8.08740222267204 7.57973544335659 8.48528891401923 7.42216583203698 7.09866985383627 8.11034165429609 8.08403724130663 8.41346208224993 8.47810048002535 7.82070459462367 8.26825565966481 8.50015917395494 8.7991610836643 8.81597015663557 8.32308195334429 8.68556236688215 8.64644864942002 8.98080628006199 9.19470411782039 7.63313660584697
